vendor_group,amount_grouped,count,first_date,last_date,median_freq_days,pattern
"Withdrawal POS #000020312090/GOOGLE *YouTubePremium 1600 Amphitheatre

Parkw Mountain View CA

Card 1247",15.92,9,2024-01-20,2025-06-01,31,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/FS *ADOBE SANTA BARBAR CADate 12/24/24 0 4359034647 1 5734Card 1231,0.95,8,2024-04-25,2024-12-25,31,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* SETAPP NEW YORK NYDate 10/14/24 0 4288882561 0 5817Card 1231,12.49,8,2024-04-16,2024-12-17,31,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/SAVE TO NOTION VAUREAL ILDate 12/18/24 0 4353969048 0 5734Card 1231,5.99,8,2024-05-19,2024-12-19,31,Monthly
Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 08/08/23 0 3220043177 1 7399Card 2801,0.156,8,2023-02-13,2023-12-08,28,Monthly
Recurring Withdrawal Debit Card MC Debit/ADOBE CREATIVE CLOUD 4085366000 CADate 09/28/22 0 2271807482 0 5734Card 2801,19.99,8,2022-05-09,2022-12-28,31,Monthly
Withdrawal ACH BEST BUY/TYPE: PAYMENT ID: CITIGPUFDRCO: BEST BUYEntry Class Code: TEL,54.5,8,2020-10-06,2022-01-25,35,Irregular
Withdrawal ACH BEST BUY/TYPE: PAYMENT ID: CITIGPUFDRCO: BEST BUYEntry Class Code: TEL,75.0,8,2021-05-28,2021-10-20,2,Irregular
Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,2.3299999999999996,8,2022-01-14,2023-02-01,52,Irregular
Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,6.0875,8,2021-12-31,2023-02-06,30,Monthly
Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,39.985,8,2022-02-22,2022-09-12,2,Irregular
Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,49.663333333333334,8,2021-12-31,2023-02-17,22,Irregular
Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPALEntry Class Code: WEB,24.653333333333332,8,2021-02-23,2021-12-02,24,Irregular
Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157CO: Watson Realty CoEntry Class Code: WEB,885.0,8,2021-11-02,2022-06-01,30,Monthly
Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157CO: Watson Realty CoEntry Class Code: WEB,1179.0,8,2024-08-02,2025-03-03,31,Monthly
Withdrawal ATM Fee/COLUMBIA CAR-428486 318 NW 13TH STGAINESVILLE FLCard 2801,2.0,8,2021-02-05,2021-07-29,16,Bi-Weekly
"Recurring Withdrawal Debit Card - MC Debit Seminol/MARMALEAD, LLC 4079065736 FLDate 01/05/24 0 4005822541 1 5045Card 2801",19.0,7,2023-07-06,2024-01-07,31,Monthly
Withdrawal ACH APPLECARD GSBANK/TYPE: PAYMENT ID: 9999999999 CO: APPLECARD GSBANK Entry Class Code: WEB,75.0,7,2020-05-01,2021-07-01,27,Monthly
Withdrawal ACH ENVATO/CO: ENVATOTYPE: IAT PAYPAL ID: 770510487CEntry Class Code: IAT,39.0,7,2022-08-10,2023-02-10,30,Monthly
Withdrawal ACH LAST.FM LTD/CO: LAST.FM LTDTYPE: IAT PAYPAL ID: 770510487CEntry Class Code: IAT,3.0,7,2020-12-02,2021-07-08,31,Monthly
Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPALEntry Class Code: WEB,10.88,7,2021-01-26,2021-11-29,30,Monthly
Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPALEntry Class Code: WEB,99.66333333333334,7,2021-02-23,2021-11-24,15,Bi-Weekly
Withdrawal Debit Card MC Debit Seminol/IDEOGRAM.AI TORONTO ONDate 04/15/24 0 4106835174 0 5734Card 1231,8.190000000000001,7,2023-11-30,2024-08-18,40,Irregular
Withdrawal Debit Card MC Debit Seminol/IONOS INC. CHESTERBROOK PADate 12/29/24 0 4364954464 0 4816Card 1231,16.0,7,2023-11-27,2024-12-06,30,Monthly
Withdrawal Debit Card Signature Debit/PP*APPLE.COM/BILL 402-935-7733 CADate 02/05/21 0 1036909336 5 5735Card 1140,2.99,7,2020-12-09,2021-02-04,6,Weekly
Withdrawal POS #000000194488/FAST TRACK #200 3960 SW ARCHER RDGAINESVILLE FLCard 1140,22.2575,7,2020-11-17,2022-03-13,27,Monthly
Withdrawal POS #000000231268/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1247,21.625,7,2025-02-12,2025-03-07,3,Irregular
Draft 229,850.0,6,2020-07-14,2021-02-17,31,Monthly
Recurring Withdrawal Debit Card - MC Debit Gator/APPLE.COM/BILL 866-712-7753 CADate 01/05/25 0 5005839185 0 5818Card 1247,2.99,6,2025-01-05,2025-04-07,28,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 04/13/24 0 4104933092 1 5818Card 1231,2.99,6,2024-02-04,2024-12-05,20,Irregular
Recurring Withdrawal Debit Card - MC Debit Seminol/DOCSIUM.COM SANTA CLARA CADate 07/02/24 0 4184077595 1 5734Card 1231,10.0,6,2024-02-04,2024-07-03,30,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/OPENAI *CHATGPT SUBSCR SAN FRANCISC CADate 12/04/24 0 4339869196 0 5734Card 1231,20.0,6,2024-07-05,2024-12-05,31,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* SETAPP NEW YORK NYDate 10/14/24 0 4288882561 0 5817Card 1231,9.495000000000001,6,2024-06-12,2024-12-06,29,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/WWW.EVERBEE.IO SANTEE CADate 01/05/24 0 4005834841 0 5734Card 2801,29.99,6,2023-07-05,2024-01-05,31,Monthly
Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 01/06/24 0 4006875269 0 5815Card 2801,0.1366666666666667,6,2024-01-07,2024-12-03,51,Irregular
Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 05/14/23 0 3134938310 0 8299Card 2801,0.0925,6,2023-05-15,2024-01-03,21,Irregular
Recurring Withdrawal Debit Card MC Debit/ADOBE *CREATIVE CLOUD 4085366000 CADate 04/27/23 0 3117844835 0 5734Card 2801,29.99,6,2023-03-28,2023-09-28,31,Monthly
Recurring Withdrawal Debit Card MC Debit/ADOBE *STOCK 4085366000 CADate 06/04/23 0 3155943134 0 5734Card 2801,29.99,6,2023-02-05,2023-09-05,31,Monthly
Recurring Withdrawal Debit Card MC Debit/AMAZON PRIME*2E90R5DC2 AMZN.COM/BIL WADate 07/27/21 0 1208211269 1 5968Card 2801,13.085,6,2021-04-28,2021-10-06,30,Monthly
Withdrawal ACH APPLECARD GSBANK/TYPE: PAYMENT ID: 9999999999 CO: APPLECARD GSBANK Entry Class Code: WEB,25.0,6,2020-05-22,2021-06-23,97,Irregular
Withdrawal ACH APPLECARD GSBANK/TYPE: PAYMENT ID: 9999999999 CO: APPLECARD GSBANK Entry Class Code: WEB,100.0,6,2020-06-08,2021-09-15,120,Irregular
Withdrawal ACH BARCLAYCARD US/TYPE: CREDITCARD ID: 2510407970 CO: BARCLAYCARD US Entry Class Code: WEB,100.0,6,2020-03-02,2021-06-18,56,Irregular
Withdrawal ACH COX COMM GAN/TYPE: BANK DRAFT ID: 1581620085CO: COX COMM GANEntry Class Code: WEB,127.34,6,2020-11-30,2021-05-06,34,Irregular
Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270CO: DISCOVEREntry Class Code: WEB,55.0,6,2020-08-05,2021-05-05,62,Irregular
Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,19.98,6,2022-01-31,2022-10-03,27,Monthly
Withdrawal ATM Transaction,100.0,6,2021-10-25,2022-01-24,17,Irregular
Withdrawal Courtesy Pay Fee,35.0,6,2020-12-17,2023-09-24,3,Irregular
Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 05/13/24 0 4134864561 0 5734Card 1231,0.1366666666666667,6,2024-03-17,2024-11-19,27,Monthly
Withdrawal Debit Card MC Debit Seminol/COX GAINESVILLE COMM 800-234-3993 FLDate 12/04/24 0 4339376311 0 4899Card 1231,156.13,6,2024-07-07,2024-12-05,31,Monthly
Withdrawal Debit Card MC Debit Seminol/OPENAI SAN FRANCISC CADate 02/16/24 0 4047896474 1 5734Card 1231,15.0325,6,2024-05-14,2024-10-20,29,Monthly
Withdrawal Debit Card MC Debit/COX GAINESVILLE COMM 800-234-3993 FLDate 01/27/22 0 2027240681 1 4899Card 2801,117.89,6,2022-05-27,2022-11-04,33,Monthly
Withdrawal Debit Card MC Debit/KINDLE UNLTD*1N4IN7U80 866-321-8851 WADate 03/24/22 0 2083036398 1 5818Card 2801,9.99,6,2021-03-28,2022-04-25,31,Monthly
Withdrawal Debit Card Signature Debit/PRIVATEINTERNETACCESS WWW.PRIVATEIN CODate 01/24/21 0 1024716002 0 5734Card 1140,9.95,6,2020-08-25,2021-01-25,31,Monthly
Withdrawal POS #000000031004/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78,6,2024-03-21,2024-10-09,26,Irregular
Withdrawal POS #000000183316/GATE 1445 506 NW 13TH GAINESVILLE FLCard 2801,22.908,6,2021-05-22,2022-01-27,60,Irregular
Withdrawal POS #000000219124/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801,32.474999999999994,6,2022-11-25,2023-07-11,18,Irregular
"Withdrawal POS #000000666979/SUNOCO 8002212501 4234 SW 20TH AVE

GAINESVILLE FL

Card 1247",18.575,6,2025-03-16,2025-05-04,11,Irregular
Withdrawal POS #000000772752/Instacart 50 Beal St Suite 600 SanFrancisco CACard 2801,5.0,6,2023-07-07,2023-11-14,9,Irregular
Withdrawal POS #000000795671/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 2801,5.0,6,2023-12-16,2024-04-07,17,Irregular
"Withdrawal POS #000020312090/GOOGLE *YouTubePremium 1600 Amphitheatre

Parkw Mountain View CA

Card 1247",9.1,6,2024-08-09,2025-01-30,31,Monthly
Withdrawal POS #000096296533/FAST TRACK #200 GAINESVILLE FLCard 2801,19.486666666666665,6,2022-05-25,2023-05-22,44,Irregular
Draft 204,850.0,5,2020-04-13,2021-04-19,79,Irregular
Recurring Withdrawal Bill Payment - #000045891971/PAYPAL *VIDIQ 2211 North First S SanCACard 2801,10.25,5,2021-05-28,2022-01-08,51,Irregular
"Recurring Withdrawal Debit Card - MC Debit Gator/IC* INSTACART*SUBSCRIP SAN FRANCISC CA

Date 05/27/25 0 5147989663 0 5411

Card 1247",9.99,5,2025-01-24,2025-05-28,31,Monthly
"Recurring Withdrawal Debit Card - MC Debit Gator/MYDESIGNS - PRO - MON LAS VEGAS NV

Date 06/01/25 0 5152146505 1 5734

Card 1247",49.99,5,2025-01-30,2025-06-02,31,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/CANVA* I03914-38299904 CAMDEN DEDate 09/23/23 0 3266003765 1 7221Card 2801,12.99,5,2023-07-21,2023-11-21,30,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/CANVA* I04249-43399962 CAMDEN DEDate 08/20/24 0 4233594945 0 7221Card 1231,12.99,5,2024-04-21,2024-11-21,46,Irregular
Recurring Withdrawal Debit Card - MC Debit Seminol/IDEOGRAM AI TORONTO ONDate 12/17/24 0 4352700468 1 5734Card 1231,8.0,5,2023-12-31,2024-11-18,47,Irregular
Recurring Withdrawal Debit Card - MC Debit Seminol/INVIDEO INC COUNTRY OF S DEDate 12/09/24 0 4344808122 0 5734Card 1231,50.0,5,2024-03-03,2024-07-03,30,Monthly
"Recurring Withdrawal Debit Card - MC Debit Seminol/NOTION LABS, INC. SAN FRANCISC CADate 12/02/24 0 4337878572 0 7372Card 1231",10.0,5,2024-03-28,2024-11-15,31,Monthly
Recurring Withdrawal Debit Card - MC Debit Seminol/PARAMOUNT+ SAN FRANCISC CADate 01/02/24 0 4002821550 0 4899Card 2801,13.81,5,2023-07-03,2024-01-03,31,Monthly
Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 02/25/24 0 4056812425 0 4816Card 1231,0.13,5,2024-04-17,2024-10-20,47,Irregular
Withdrawal ACH APPLECARD GSBANK/TYPE: PAYMENT ID: 9999999999 CO: APPLECARD GSBANK Entry Class Code: WEB,125.0,5,2020-04-27,2021-06-18,44,Irregular
Withdrawal ACH BARCLAYCARD US/TYPE: CREDITCARD ID: 2510407970 CO: BARCLAYCARD US Entry Class Code: WEB,50.0,5,2020-04-27,2021-08-31,126,Irregular
Withdrawal ACH BARCLAYCARD US/TYPE: CREDITCARD ID: 2510407970 CO: BARCLAYCARD US Entry Class Code: WEB,75.0,5,2020-03-18,2021-09-15,52,Irregular
Withdrawal ACH CAPITAL ONE/TYPE: MOBILE PMT ID: 9279744980CO: CAPITAL ONEEntry Class Code: WEB,65.0,5,2021-01-26,2021-05-21,15,Bi-Weekly
Withdrawal ACH CAPITAL ONE/TYPE: ONLINE PMT ID: 9279744391CO: CAPITAL ONE NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,25.5,5,2022-03-02,2023-09-11,96,Irregular
Withdrawal ACH CAPITAL ONE/TYPE: ONLINE PMT ID: 9279744991 CO: CAPITAL ONE Entry Class Code: WEB,25.0,5,2020-04-14,2020-12-01,49,Irregular
Withdrawal ACH PAYMENT FOR AMZ/TYPE: STORECARD ID: 9069872103CO: PAYMENT FOR AMZNAME: 6045781157416487Entry Class Code: WEB,5.0,5,2022-05-16,2022-09-13,29,Monthly
Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,17.3975,5,2022-01-18,2023-02-13,31,Monthly
Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,149.61333333333334,5,2022-09-26,2023-02-21,20,Irregular
Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPALEntry Class Code: WEB,0.835,5,2020-11-20,2021-12-03,57,Irregular
Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPALEntry Class Code: WEB,49.66,5,2021-02-23,2021-12-01,69,Irregular
Withdrawal ACH TARGET CARD SRVC/TYPE: BILL PAY ID: T510215170CO: TARGET CARD SRVCEntry Class Code: WEB,75.0,5,2021-03-16,2021-07-02,12,Irregular
Withdrawal ACH VENMO/TYPE: PAYMENT ID: 3264681992 CO: VENMONAME: AVATAR ARTSEntry Class Code: WEB,9.99,5,2024-09-10,2025-01-10,30,Monthly
Withdrawal ACH VENMO/TYPE: PAYMENT ID: 3264681992 CO: VENMONAME: AVATAR ARTSEntry Class Code: WEB,14.99,5,2024-09-10,2025-01-13,31,Monthly
Withdrawal ATM Transaction,80.0,5,2021-08-16,2022-06-01,72,Irregular
Withdrawal Bill Payment #000003047046/PAYPAL *HOSTGATOR 2211 North FirstSan Jose CACard 1231,15.995000000000001,5,2024-02-17,2024-04-19,15,Bi-Weekly
"Withdrawal Debit Card MC Debit Gator/WALGREENS #9304 GAINESVILLE FL

Date 05/30/25 0 5150232309 1 5912

Card 1247",15.0,5,2025-01-30,2025-05-31,30,Monthly
Withdrawal Debit Card MC Debit Seminol/AMAZON PRIME*PE3IN5Y03 AMZN.COM/BIL WADate 12/08/23 0 3342550116 0 5968Card 2801,15.14,5,2023-08-09,2023-12-10,31,Monthly
Withdrawal Debit Card MC Debit Seminol/CHIPOTLE ONLINE CHIPOTLE.COM CADate 05/14/24 0 4135921741 0 5814Card 1231,17.66,5,2024-02-21,2024-05-12,22,Irregular
Withdrawal Debit Card MC Debit Seminol/IONOS INC. CHESTERBROOK PADate 12/29/24 0 4364954464 0 4816Card 1231,0.8400000000000001,5,2024-01-04,2024-12-30,30,Monthly
Withdrawal Debit Card MC Debit Seminol/SAMSUNG ELECTRONICS RIDGEFIELD P NJDate 12/27/24 0 4362999827 1 5734Card 1231,8.99,5,2024-08-28,2024-12-29,31,Monthly
Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 04/14/24 0 4105827629 0 5912Card 1231,10.81,5,2024-02-09,2024-08-04,43,Irregular
Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 06/26/23 0 3177001861 1 5912Card 2801,15.0,5,2023-06-27,2023-12-21,43,Irregular
Withdrawal Debit Card MC Debit/COX GAINESVILLE COMM 800-234-3993 FLDate 01/27/22 0 2027240681 1 4899Card 2801,124.995,5,2022-11-30,2023-04-02,31,Monthly
Withdrawal POS #000000000023/AMAZON.COM*AU8ER6ZT3 SEATTLE WACard 2801,10.4725,5,2021-05-03,2023-01-03,141,Irregular
